Date,Location,Location Name,Zip Code,Lat,Long,# Meals
2024-02-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-02-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-02-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-02-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-02-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,22
2024-03-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-03-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-03-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-03-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-03-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-03-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-03-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-03-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-03-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-03-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-03-11,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-03-12,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-03-13,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,38
2024-03-14,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-03-15,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,37
2024-03-16,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,40
2024-03-17,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-03-18,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,22
2024-03-19,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-03-20,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-03-21,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-03-22,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-03-23,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-03-24,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-03-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-03-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-03-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-03-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-03-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-03-30,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-03-31,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-04-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-04-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-04-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-04-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-04-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-04-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,37
2024-04-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,45
2024-04-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-04-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-04-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-04-11,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,40
2024-04-12,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-04-13,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,39
2024-04-14,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-04-15,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-04-16,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-04-17,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-04-18,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-04-19,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-04-20,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-04-21,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-04-22,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-04-23,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-04-24,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,42
2024-04-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-04-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-04-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,21
2024-04-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-04-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-04-30,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-05-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,37
2024-05-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,22
2024-05-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,22
2024-05-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-05-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-05-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-05-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-05-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-05-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-05-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-05-11,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-05-12,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-05-13,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,42
2024-05-14,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,39
2024-05-15,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,17
2024-05-16,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-05-17,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-05-18,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-05-19,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,38
2024-05-20,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-05-21,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-05-22,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,40
2024-05-23,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-05-24,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-05-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-05-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-05-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-05-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-05-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-05-30,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-05-31,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-06-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-06-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-06-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-06-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-06-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-06-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-06-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-06-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-06-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-06-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-06-11,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-06-12,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,42
2024-06-13,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-06-14,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-06-15,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-06-16,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-06-17,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-06-18,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,22
2024-06-19,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-06-20,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-06-21,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,42
2024-06-22,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-06-23,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-06-24,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,20
2024-06-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-06-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-06-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,38
2024-06-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-06-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-06-30,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-07-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-07-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-07-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-07-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-07-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,46
2024-07-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-07-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-07-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-07-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-07-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-07-11,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-07-12,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-07-13,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-07-14,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-07-15,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-07-16,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-07-17,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,21
2024-07-18,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,17
2024-07-19,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-07-20,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,37
2024-07-21,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-07-22,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,38
2024-07-23,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-07-24,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-07-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,37
2024-07-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-07-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-07-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,21
2024-07-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-07-30,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-07-31,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,20
2024-08-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-08-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-08-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-08-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-08-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-08-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-08-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-08-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-08-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-08-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-08-11,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-08-12,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-08-13,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-08-14,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-08-15,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-08-16,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-08-17,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-08-18,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-08-19,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-08-20,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-08-21,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,29
2024-08-22,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-08-23,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-08-24,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,37
2024-08-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-08-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,26
2024-08-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-08-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,19
2024-08-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-08-30,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,44
2024-08-31,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-09-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,25
2024-09-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-09-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-09-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-09-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-09-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-09-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-09-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-09-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,20
2024-09-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,28
2024-09-11,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-09-12,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,22
2024-09-13,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-09-14,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,22
2024-09-15,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-09-16,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-09-17,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-09-18,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,33
2024-09-19,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-09-20,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
2024-09-21,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,35
2024-09-22,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-09-23,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,30
2024-09-24,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-09-25,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-09-26,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-09-27,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,36
2024-09-28,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-09-29,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-09-30,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-10-01,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,24
2024-10-02,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,32
2024-10-03,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,34
2024-10-04,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,27
2024-10-05,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,23
2024-10-06,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,18
2024-10-07,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,37
2024-10-08,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,39
2024-10-09,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,53
2024-10-10,"702 Banks Ave, Columbia, MO 65203",Progressive Missionary Baptist Church,65203,38.96056268,-92.34418207,31
